contributions,title,review,
10,280,Another great stay at the Giraffe!,Love love love this hotel!  We had a lovely king room on the 9th floor| so quiet| super clean| and relaxing.  We love that we can pop down to the lobby for breakfast| a glass of wine in the evening| or a cookie or two before bed.  I can't say enough about the staff.  All of the people we came into contact with were friendly and professional.  We can't wait to return!
30,Couldn't have had a better stay,My husband| daughter and I were in New York for a long weekend.  We had never vacationed in New York before.  We chose the Hotel Giraffe based on Trip Advisor reviews and were very pleased.  The room had a separate bedroom| with a door separating it from the living room area that had a pull-out sofa.  This combination worked well for us.  The room fronted on Park Avenue and had a tiny balcony just big enough to stand on so you could see up and down Park.  The beds were comfortable and the climate control worked well.    The thing that really set this hotel off was the friendliness of the staff.  Everyone went out of their way to make sure we were enjoying our stay. From the guys at the front desk who patiently answered our questions and always asked how things were going to the…,
3,Great staff and location!,Wow from the moment you walk in I got greeted and the wine and cheese and breakfast where great! And walking distance to the flatiron building and Eataly great gelato and italian food. Rooms very clean and nice| highly recommend it.,
37,My go to NYC Hotel,"Once again my husband and I stayed at the Hotel Giraffe as a one night date night ""vacation."" We were upgraded to the top floor suite upon arrival and the room was more than spacious.   Overall the location is great (right near 4/5/6 subway and Madison Square Park). The happy hour is nice and relaxing and the fact that there is breakfast in the morning before I'm ready to face the world is perfect. Next time (and there will be a next time) I will spend the $5 to have food delivered to my room so I can be a little lazy.  Why am I not giving the hotel a ""five?"" Two reasons. The room upgrade (which was great) was next to the outdoor deck so a little loud but not intrusive. I'm curious what it would be like on a really nice night. Secondly there were ants in the room. Very small and…",
49,Great location,Got off to a bad start when the car I'd booked through the hotel  failed to turn up at the airport.  Ended up just getting a cab. Reception were most apologetic and promised a bottle of white wine as compensation but that failed to turn up as well.  Location is very central. Empire State building is within walking distance. Times square is only a couple of subway stops away.   Didn't like the glass bathroom door. A curtain would be nice. Liked the foam mattress topper you could request.  Staff were very pleasant and helpful. There was complimentary tea/coffee throughout the day. Breakfast was OK| but no hot options. And because most of the tables were for 4 people it was sometimes a problem finding somewhere to sit. But maybe we came down at the busiest time.,
2,Very Friendly,Stayed in room 704 in which was a Classic with a king bed on a Saturday night.  Room was nice| current and roomy.  Street noise is a touch loud but its NYC.  The iHome clock radio had a cool sleep music feature built-in.    The service was excellent. Everyone was friendly and helpful. Lots of extras that were complimentary. Wine and cheese| breakfast| fruit all day and bottles of water in the room.   It is also close to the 6 train which was also helpful.   Would definitely recommend the hotel if you dont mind paying more for quality and service.,
62,Execellent hotel in a good location,We had a family gathering over 4 days & everyone loved the Giraffe.  It is a small boutique type hotel| our twin room with balcony was a reasonable size| comfy beds| good bathroom & shower (did not care for the fluted glass door as we would rather have some privacy). Short walk to subway & Union Square & Empire State Building.  What we loved best was the complimentary tea/coffee machine in the lobby along with the afternoon cakes and 5pm wine & nibbles.  Great to unwind after a hectic day in NYC (there was a piano player in the lobby each evening). The staff were brilliant with the kids| reception & concierge really helpful.  The Giraffe will be my first choice from now on.,
2,highly recommend this hotel in NYC,I stayed in this hotel for 2 nights this past week for a business meeting.  I HIGHLY recommend this for business purposes for a smaller/midsize group (25 people max) as they have a great space on their top floor (12th) with roof top patio connected to the meeting room.  However| I would also HIGHLY recommend this hotel for a personal trip also.  The rooms were a decent size (especially in NYC) for a couple to be extremely comfortable - which is not usually the case in the city.  I felt that the room rate was reasonable and the location was fantastic for Penn Station| subways| restaurants| bars| etc.  The staff was extremely kind - I especially remember Chris when he greeted me when I arrived by offering me a glass of wine after a very long day of awful travel (delays| planes|…,
2,Hotel Giraffe - our home away from home,I feel bad that its taken so long to write this review|but nearly a year on and we only have the greatest memories of this hotel.  My son and I stayed a total of 21 nights. While most of it was spent from early in the morning until late at night soaking up all there is to see and do in this wonderful city; when we did arrive back| we were always greeted warmly and with an enquiry about our day.  The hotel's team served a light breakfast each morning| welcoming and hospitable. We were on the 11th floor with a small balcony. A fridge was made available on request and the housekeeping staff were nothing short of brilliant. Thank you Hotel Giraffe for making our stay truly memorable. We hope to be back!,
1,Thank you Giraffe,The first thing we noticed when we arrived at the hotel was the knidness of the staff|always ready to help you. The room was clean and comfortable. At the end of the day we were cheered by classical music and chocolate in the hotel room :one of the things we liked best together with cheese and wine served during the aperitive.       ,
198,Perfect in every way,This hotel was recommended by a friend for very good reason.  The welcome was terrific| even before we arrived.  We had organised through the hotel for a car to collect us at the airport.  When we checked in to fly to NYC the airport was not Newark as our travel agent had posted| but rather JFK| so a quick email to the hotel and our driver was sent to the correct airport and the change confirmed with me.  We had pre arrival emails regarding any special requirements too.  The three of us booked a deluxe one bedroom suite| which had a sofa bed in the lounge area.  This was perfect for us.  The staff welcomed us effusively| and having flown from Calgary and missed lunch we took full advantage of the cheese and drinks in the lobby once we had dropped our bags in the room. As it was…,
2,My favorite hotel in NYC,Don´t even question it| I have stayed all over the city over the past 10 years and you can´t beat the Giraffe for location/price and superior service|  I don´t know how they do it| but they really surpassed all my expectations!  i´ll be back in September!,
12,Great hotel!,"My favorite in NYC.  Perfect location| very friendly and helpful staff| and wonderful ""feel""  Couldn't ask for a better experience. The breakfast and afternoon wine and cheese are great touches for this excellent hotel.  If you like the hustle and bustle of a large hotel| this is not the place for you. . . but if you like a very personal feel| try this it out.               ",
8,Great Hotel and Staff,My husband and i recently stayed at the Hotel Giraffe for 10 nights. The hotel is quite modern in style and is exceptionally clean and tidy. The breakfasts are great with plenty of choice and items that they run out of are continually replenished.   The staff are all happy to help in any way and nothing is a bother to them and they are all very friendly and approachable.  There is free tea and coffee with cookies and pastries 24/7. The wine reception between 5-8pm is excellent and there is a piano player during this time making for a very relaxed atmosphere.  The breakfast and wine reception staff are great especially Gabriella who does a great job and is very attentive without being over the top and she made our stay very enjoyable.   I thoroughly recommend this hotel and would…,
521,Fantastic Stay,We loved Hotel Giraffe.  Just spent 4 nights here July 2 - July 6.  From the amazing staff| including| but not limited to JR| Laura| Gabi| Ron| and Simona - thank you all for making our stay so fantastic.  Our room was well appointed|  on the 6th floor| with a balcony overlooking Park Avenue.  Room had everything we could possibly want.  Loved the turn down service at night complete with complimentary bottled water and chocolates.  The breakfast in the morning and the wine and cheese hours at night just complimented the rest of the stay.  Be sure to visit the outdoor patio on the 12th floor.  We will definitely recommend this hotel and will be sure to return.  We are missing the coffee machine in the lobby!  Also loved the room darkening shades and it was amazing how sound proof…,
39,Prefect..Prefect..Prefect for Families Traveling to NYC!!!,This was our first stay at Hotel Giraffe and we are counting down the days to returning. The staff was friendly and accommodating.The complementary breakfast| wine and cheese reception was excellent. Every morning we would start our day with the complementary breakfast and head out to sight see. The location was perfect: very close to Madison Square and subway lines. It's quiet and my little one was able to sleep peacefully. This hotel is super clean and the rooms are spacious. We would definitely stay here again and we would HIGHLY recommend this hotel! Thank you for helping us make wonderful memories with our kids!,
164,Perfect location| perfect hotel,We thoroughly enjoyed our stay at Hotel Giraffe| a contemporary boutique hotel. We found the staff to be personable and helpful - particularly JR at the Reception Desk and Gabriella who served us morning coffee and wine and cheese in the evening.  The Hotel is clean and quiet.  The complementary breakfast and wine and cheese reception was appreciated.  The hotel is WiFi accessible.  The location was perfect:  very close to Madison Square| the Flatiron Building and other historic buildings.  Near to several subways lines.  A short walk to Eataly!  We would definitely stay there again.  No Times Square hotel experience for us!,
65,Highly Recommended,This was my first stay at the Hotel Giraffe and it was a great experience. All the staff were welcoming| friendly and went out of their way to make my stay as enjoyable and easy as possible. The front desk staff were welcoming and accommodating| the bell staff pleasant and attentive| and the breakfast staff were friendly and efficient. My room was spacious and attractively appointed. The bed and linens were comfortableI have stayed at their partner hotel the Elysee many times and the Giraffe maintains the same high standards with a lovely updated décor and ambience. I will return.,
15,An Oasis of calm in NYC,The service and accommodation was excellent at this privately owned and friendly hotel.  The room we had was of ample size and the bed was exceptionally comfortable (we did specify a Kingsize room). In the reception lounge you could slways get complimentary tea and coffee and there was wifi available throughout the building.  There is a small cocktail bar on the roof open to residents and non-residents.  There are plenty of good places to eat nearby with Eataly (try prime rib sandwich) and Lady M (try cheesecake) 'must visit' venues.,
92,Good| not great,Chose the Giraffe as a different choice for a special getaway due to reviews and location and came away a bit underwhelmed.  No complaints on the staff...always friendly and attentive.  However| lacking a bar/restaurant onsite forced us to wander out| the bed was unremarkable| even uncomfortable| the HVAC annoying| and the room just ok.  While the stay was fine| it was not memorable or offers a reason for a repeat stay.,
10,Great stay,My wife and I just returned from 3 nights at the giraffe.  It is a cozy hotel in Manhattan away from the hustle and bustle.  The rooms were clean and very comfortable.  The most important asset of this hotel is their staff.  Always a smile on their faces| never in too much of a hurry to help you and happy to be there.  We plan to come back.,
1,Wonderful hotel,Our stay was perfect from the moment we arrived.  The staff go above and beyond to help with anything one might need. The room was beautiful and the food great. This hotel is now where I will stay on future New York trips.,
8,Hotel Giraffe is worth the premium,Since ordinary N.Y. hotels can be pricey|  I was curious to see whether the premium for Hotel Giraffe would be worthwhile. It was.  Staff were pleasant and helpful. our room was great and public areas - main floor and rooftop bar - were also great. ,
25,unique and boutique,I just adore this hotel| and will continue to book a room each year for my parents' annual visit to New York City.  This time round was the best yet - we were very generously given an upgrade to a suite for the bargain price of an extra $10.   The location of Hotel Giraffe is fantastic - and hanging out on the rooftop garden on a hot summer's day - above and away from the hustle and bustle of midtown Manhattan was absolute bliss.   The staff go out of their way in their level of service... Hotel Giraffe has managed to incorporate all the comforts and amenities of a chain brand hotel| but has also created a unique| boutique atmosphere at the same time.   The complimentary cheese and wine| served to guests in the lounge each evening contributed hugely to the 'special' factor|…,
10,Wow| thank you to all the staff| you were great,Well| where to begin| we came from the uk for a 5 night break in NY| mom and dad with 11 and 14 year old lads.  From the moment we arrived at the hotel| the staff couldn't do enough to help us.  I used trip advisor to select a hotel and can only say all the positive reviews are absolutely right. We had a two double (queen) sized beds and the room for such a city was great.  The ac was superb and quiet but devilishly efficient.    There is a small amount of sound through the double glazing but this is a large metropolitan city| I didn't expect any less.  Actually| this reminded me I was in NY and no one in the family suffered from lack if sleep.  If this noise bothers you you can avail yourself of any if the many items that the hotel give out free of charge if you request them…,
31,Oasis on Park Avenue,My wife and I spent 9 days at Hotel Giraffe (arriving June 7| departing June 16th) and we would highly recommend this hotel for a splurge in New York City. We found the staff very helpful and friendly| starting with Ashley who made our arrangements and enthusiastically accommodated our special requests. Laura and Gabi were exceptional hosts for the complimentary breakfast and happy hour| and everyone made us feel like valued guests. The hotel itself is well-located at the corner of Park Avenue and 26th street; it is a 2 block walk to the Lexington (#6) subway| easy walk to many of the sites (Empire State Bldg| Flatiron Bldg| Madison Sq| Union Sq| grand central terminal| times sq.). Our King Suite was spacious| modern| quiet and cool. The relatively small size of the hotel (72…,
108,Hotel Giraffe,Wonderful boutique  hotel in downtown New York. We went for my daughter's 30th birthday. Everyone was very accommodating and pleasant. The valet was helpful when parking my car| not easy at rush hour! The wine and cheese was lovely and relaxing| the staff very helpful. The selection was great! The from was beautiful with a terrace overlooking Park Avenue South. With the door closed no road noise. Bathroom and closet space plentiful! Very comfortable bed with down pillows and comforters! Breakfast was terrific!,
131,Good hotels need not cost a fortune,The Trip Advisor reviews are correct.   Room very clean and well-equipped.  Staff professional and friendly.  Free continental breakfast in NYC!  Bed a bit too firm for my taste| but everyone prefers something different.  A great value| style| comfort| location choice.,
67,Great New York trip,Spent 4 nights in Hotel Giraffe on my recent New York visit| had looked at numerous hotels but booked here after reading other reviews.  For me it lived up to my expectations|  had a king suite on the 26th street side so very little noise| really spacious| clean and well maintained during the stay.  The breakfast service was great even when it was busy extra tables were put in the area| really great customer service from all the staff I encountered.  The location was great being a little out of the way of some of the busy spots but near enough to get around without any trouble.  I really hope to visit New York again and will definitely look to stay at Hotel Giraffe when I do.,
1,fantastic hotel,We spent 4 nights at the Hotel Giraffe in NYC. (2 adults| 2 kids) and had a fabulous time. Location is great| rooms are roomy and absolutely clean. Beds are comfy! The staff at Hotel Giraffe is very friendly and we felt 'at home'. Perfect to have a breakfast before heading out to a long day in the city. And what was best: to come back in the afternoon and be able to sit in the lobby| have a glass of wine and some nibbles free of charge. Thanks to all at Hotel Giraffe| this was truly an amazing experience and we would never consider any other hotel in NYC| should we return! Best regards.,
1,Second visit,"This is our second visit to this wonderful 72 room hotel. Centrally located at Park Ave South and 26 st. We like it being small and well kept. Staff is extremely friendly and very helpful.. Due to severe weather we arrived at the hotel a day late. We were not charged for the night which we ""missed"".",
2,Everything we hoped for,After reading the reviews| our expectations were high and the Hotel Giraffe met and exceeded them. The hotel is clean and conveniently located. The staff is friendly and helpful. We will stay here again as soon as possible.,
11,Wonderful stay,I had originally made my reservations months ago. I had a last minute change in plans| so I had to adjust the room type| which I was able to do with no issues. Upon arrival the staff were thoughtful and accomodating. One day it rained and we were ill-prepared| so the hotel provided us with umbrellas to use the entire day. JR at the front desk was so friendly and helpful. My travel companion indicated that they would never stay elsewhere in future visits to New York. The rooms were clean and comfortable| and the staff was great. It was a top notch visit. We had a great experience and hope to visit again soon.,
5,Hotel Giraffe - GREAT.,From the time I arrived at the front desk till the time I checked out five days later – My experience was pure delightful. The front deck agents were professional and helpful| the housekeepers were amazing| and the lobby staff were kind and accommodating. The Hotel Giraffe is jewel. I recommend this hotel for business travel as well as leisure travel. I would not change a thing. Great Job Staff - Great Hotel.,
1,Charming Sophistication,Hotel Giraffe is the gem in the Murray Hill area. Helpful| informed staff| lovely rooms| breakfast in the lobby and a wine hour at the end of the day. It's perfect! The location really works for anyone on business.               ,
34,Excellent choice in a good position,Excellent hotel| staff incredibly accommodating| nothing too much trouble. Would defiantly return again! Great hotel for families &  individuals alike| breakfast plus wine & cheeses included on an evening| book! You wont be disappointed with your choice.,
69,Can I live there?,We only stayed one night prior to a cruise and wanted to stay longer. The staff were incredibly helpful| professional| and pleasant.  Our junior suite was tastefully decorated and soothing. We slept so well| we both woke up and said| we have to check out this mattress! We did and are shopping for one just like it. The street noise was minimal| the evening and a.m. goodies were delightful. I'm so happy we chose this hotel. We hope to return and stay there as a base for more sightseeing in the futre.,
83,Excellent in Every way,"Great location. Great service. Lovely room. Situated in New York's NoMad District (Park Avenue South at 26th Street)| this lovely boutique hotel is close to Madison Square Park| Empire State Building| and Macy's. Area attractions also include Union Square and fine dining -- do NOT miss EATALY (across Madison Square Park at 200 5th Avenue).  Complimentary breakfast and refreshments are served all day in the Giraffe lobby including evening wine and cheese| plus free wifi. Never had to go into the mini-bar. Bread & Tulips Restaurant serves lunch and dinner and you get 20% off for staying in the hotel. Gorgeous roof garden bar (though not much of a view). We were upgraded to a corner ""Classic Suite"" - which was a good value - comfortable bedroom and a sitting room with a really nice…",
34,Fantastic hotel!,We stayed here from Tuesday to Saturday last week and we chose this hotel as part of our wedding holiday because of the excellent reviews it got and they were right!  Upon arriving and after checking in| our luggage was taken up to our room by the nice porter.  We stayed in the balcony suite with a king bed| which was huge!! The separate living room with the balcony was very spacious and you could watch the busy New York life go by from the comfort of the room. The air conditioning was very good| one in the bedroom and another in the living area. Both had HD tv's with loads of channels. The bathroom was nice and the shower was very powerful. There was a safe| minibar| complimentary water| bathrobes and slippers in the room and an umbrella (which can be borrowed also at…,
6,An excellent hotel,My daughter and I spent four nights at the Giraffe. Such a lovely hotel; very professionally run| delightful staff| very comfortable rooms and a relaxed atmosphere. We thoroughly enjoyed the breakfasts and cocktail hour after a busy day sightseeing and shopping.  I'd definitely recommend any of the hotels owned by this group.              ,
4,Great hotel| great location,Visited from UK| stayed at hotel for 8 nights last week of May. Location was great| very close to various subway stations for easy access to whole of New York City and beyond whilst being away from the hustle and bustle of Times Square. Free breakfast and Wine/Cheese evening very nice touch however a little repetitive| some variety would make this even better. Free WI-FI throughout the building was a definitely plus| great download speed and never lost connection and all in room amenities were great (fridge provided free of charge etc). Room and bathroom good size for family of three however queen size beds little smaller than expected TV channel were extensive to allow for rest after long day seeing the sights. Some city noise could be heard from the eighth floor but nothing to…,
75,Excellent Hotel in Good Location,A late review| but wanted to say how much we enjoyed our stay here. Lovely room| and so nice to have a balcony view in the city. Great neighbourhood to be in| and not noisy at all. Excellent service from the staff of course.   The best part was to have a breakfast in the morning and the cheese and wine in the evening| unusual in the US and much appreciated. It was good to have something to eat before setting off for a days sightseeing| and great to relax in the evening with a glass of wine after a hard day hitting the shops.  Highly recommend.,
6,Boutique Hotel Charm,Great location for our stay in NY| after a stressful drive into the city with my companion| we could not have been more graciously greeted| and the wine hour was a real plus! Rooms were small and it was very pricey.,
44,Return visit,After some time searching other hotels we returned to The Giraffe five years after our initial visit.  The location in Midtown is perfect if you want to be in the hustle and bustle of everything. The hotel is now located in the up and coming area of Nomad with its excellent restaurants.  Staff as always consistently courteous| helpful and professional.  The café staff warm and welcoming and the breakfast tasty and plentiful. The evening wine and cheese with pianist always a treat.  The room with balcony was very large| fantastic bed for a very fussy couple| views on to Park Avenue South and toward Madison Square Garden.  Excellent facilities| immaculate level of comfort and cleanliness.   The cost does reflect the quality of the hotel| with added tax did exceed £2|000 for seven…,
15,Short stay| but very nice,Booked this on the basis of reviews and was very pleased. So nice to have a room that is actually larger than the bed so you can move around a bit (we had a king size room) and the bathroom is pretty decent too. Staff were helpful and courteous| although they seemed to resort to google for most specific questions - which I suppose is better than guessing? Cheese and wine and nibbles in the evening is a nice touch. Would stay there again.,
13,Fantastic Experience,We stayed for six nights and had a great visit. Room was spacious and the service was efficient but also very relaxed. Great area for bars and restaurants - recommend The Grey Bar on 26th at Broadway. Will definitely return!,
336,Lives up to the expectations!,I booked this hotel based on it's TripAdvisor rating and reviews and was not disappointed. Having been I can completely understand why this place is so highly rated. It's not much to look at from the front| not what you'd call a landmark building but the WOW factor really happens when you step instead.   This hotel has some of the friendliest and most helpful staff I have ever come across. Nothing was too much trouble and you were always greeted with a sincere smile| with staff often pre-empting how they could help you - be it carrying your luggage| hailing you a cab or just filling up your water glass.   Our room was lovely| spacious and clean. The free wi-fi worked really well.  Yes there's a little noise to be heard outside at night but you are in the centre of one of the…,
1,Great experience,Staff is ready and willing to make your stay as trouble free as possible. Rooftop provides a tranquil spot to rest up for your next adventure.  Breakfast was great and the staff is there to help with toasting breads and directions with the coffee maker. ,
3,Brilliant Hotel,Spent 5 nights at the Hotel Giraffe 3rd - 8th May 2014. What a gem this hotel is. We had a Classic King Suite at the back of the hotel facing onto 26th Street. The room had everything we needed and was relatively quite. This is NYC at the end of the day and there will always be street noise. The staff are friendly and attentive| always willing to help and advise| reception staff (Simona if I recall correctly) spent 45mins making a call to arrange our return pick up for which we were very grateful. The concierges are very helpful offering advice on how to get about| particularly on the subway which is only two streets away. The girls in the breakfast lounge/bar are attentive and we found the regular evening cheese & wine to be a very nice touch| particularly after a long day of…,
1,Wonderful stay at Hotel Giraffe,We had amazing service with very friendly| helpful staff. Our room was unusually large for NYC (Classic Guestroom with king bed). Daily continental breakfast was great and daily wine/cheese reception each night was outstanding. Beautiful rooftop seating too. Couldn't have been nicer. Easy to get taxis and the subway.,
1,A Great Weekend,The Hotel Giraffe is a warm and friendly place to be.  The lobby is so comfortable and the staff is so friendly and helpful that people hang around to socialize.  The room we had was facing the street and had a small balcony.  The room and bath are lovely and very clean.  We would definitely stay here again.,
5,Great Hotel,I must have stayed in at least 250 hotels in my life for work and vacations| and Hotel Giraffe is the best of the non-resort hotels I have stayed at. We had a one bedroom suite that was large and comfortable and| very important for me| quiet. I could not hear the guests in the adjoining room| and the only street noise we heard was the sirens. The staff is extremely helpful| the breakfast is great and a time saver| and on those days we had a heavy lunch| the evening wine and snacks were enough for dinner. I have found my perfect NYC hotel and will return on our once or twice yearly visits to NYC.,
390,Absolutely Spot-on,Hotel Giraffe is lovely. The hotel is relatively small| the staff get to recognize you and go of their way to make sure your holiday runs smoothly. The concierge can offer advice on where to go| how to get there and what and what not to see. The rooms are very clean| and spacious| with a good range of quality fittings and extras (we requested an empty fridge for the room). The hotel is very well located| close to the Flatiron Building and Empire State| and only 2 short blocks away from the subway| which we used extensively to travel virtually everywhere on Manhattan island. The breakfast is simple| but perfectly adequate and coffee/tea is available all day. There is also a cheese and wine each evening| again| a simple affair| but very welcome after a day out. The success of this…,
1,excellent choice,I stayed at Giraffe with my family and it was really enjoyable stay for everybody. We liked breakfast| wine reception| and 24 hour snack service at free of charge.Location was great so we can go anywhere easily and neighborfood was also good..You can pick any kinds of restaurant | shops| etc. We'Il definitely go back to Giraffe!,
5,Nice place to stay in NYC,"I like this hotel. The staff are very efficient and pleasant and every request we made - for extra blankets| directions| recommendations  - was met with professionalism and genuine interest. The buffet breakfast is just perfect to get you going for the day| and the staff that helped out at the food area/bar  throughout the day were very accommodating| even when busy with many guests asking for coffee| toaster| etc. I found the noise from Park Avenue to be a bit much| but once we turned on the ""waves"" from the sound machine| we were able to get past some of the honking out on the street. A great| clean| well-located hotel - would stay here again.",
34,Perfect,What a great hotel.  There is a good reason why it rates so highly - basically it is spot on.  They do all the important things well and they add some extras too.  I took my wife here to celebrate her 40th birthday so I was more than usually concerned that it would fit the bill.  I need not have worried.  The welcome was great| they arranged a limo from JFK for me| and laid on a bottle of fizz for us on arrival.  The room (we booked a suite - we were on the 9th floor) was really nice| very clean| with fresh clean linen and nice towels.  They even change the shower curtain between guests.  There was a large TV in each of our rooms along with a DVD player.  Our room had a balcony out onto Park Avenue which was great - I'd cetainly recommed this room| but I've no reason to believe…,
34,Great hotel,"We stayed at The Giraffe with family members and one young child. Rooms were very comfortable with nice toiletries| bathrobes and slippers.  A buffet breakfast was included and a buffet was laid out every evening - wine and nibble.  There was a roof garden with a good view where you could take a glass of wine and enjoy the evening  sun.  The hotel was just across the road from Madison Park.   This was our first visit to New York and we had a fabulous time - the re is so much to do and see and we found everyone very helpful and friendly.  Don't miss going ""Up the Rock"" and the Natural History Museum.  I enjoyed a trip to the Guggenheim  Museum by Central Park - fit this in with a visit to Strawberry Field.",
51,Perfect Hotel in a Perfect Location,My Mum and I stayed here in December for the 5 days for our 21st and 50th Birthdays. After a long 8 hour flight| we were greeted by polite staff who helped us take our bags straight to our rooms. Our room was perfect - clean| spacious| modern and comfortable with a selection of snacks (which you had to pay for)| free wi-fi and a large flat screen TV - it felt like a home from home. The breakfast was continental complete with bread| cereal| crossiants| fruit and fresh orange juice and coffee etc etc and wine and cheese at cocktail hour was great to come back too after a long day in the City.  There is also a Mexican Restaurant called 'Dos Caminos' next to the hotel - if you love a good mexican I would definitely recommend a visit and also Bread & Tulips - we received a 20% off…,
7,At Home at Hotel Giraffe - New York,This was by far the most wonderful| boutique like hotel we stayed at. It was like being at home and greeted by friends. Good location and public transport easy. Definitely a five star rating. Thanks to all who made our stay so wonderful and always had a smile and kind word. All the extras were amazing - breakfast| drinks and nibbles all day and happy hour with complimentary wine| cheeses and yummy food awesome. There was some traffic noise though which is anywhere in New York New York. Loved it and recommend the stay. 15 minute walk to Times Square. It was good to stay away from the chaos. Transport on the metro easy. Thanks to all the wonderful staff at Hotel Giraffe for making us feel valued and at home|I have recommended it to friends. I was delighted to find that Mr. Big…,
1,Perfect location for a weekend getaway!,My husband and I stayed here over Memorial Day weekend ad had a wonderful time. Rooms were clean| stylish| and comfortable and the staff were discreet but helpful. We enjoyed the complimentary breakfast as well as the wine and cheese offerings in the evenings-it worked out perfectly as a title snack before seeing a show. The location was great for us as a base for exploring all of favorite parts of the city. Definitely would stay here again. ,
15,All we would wish it to be!,We have thoroughly enjoyed our 2 night stay at Hotel Giraffe.  Our room was spacious and as we expected| very clean and the bed extremely comfortable with lovely soft linen.  All the staff were most helpful and courteous and professional.  We would choose this hotel again.,
9,Excellent boutique hotel in New York,Fabulous service| comfort| location and all around great boutique hotel in Manhattan. Enjoyed the happy hour very much and the 24 hour cookies didn't hurt either!!!. Having a choice of newspapers was a nice touch too.,
1,Little Gem,Never have I felt so comfortable in a big city.   This little boutique hotel is loaded with amenities that will impress:    quality service| continental breakfast| wine and cheese at cocktail hour and a lovely lobby to use as a resting point.   The rooms are well-suited to a long stay| including the best bathroom lighting I've ever seen in a hotel.   You wont be disappointed.,
1,Turning 40 in New York,Turning 40 in New York was just perfect by staying at Hotel Giraffe with its good location and its staff so nice| always smiling and helpful. We enjoyed the good breakfeast and the marvelous wine and cheese! We just loved this place!,
4,One of the best,I've travelled the world & Hotel Giraffe is one of the nicest hotels I've ever stayed in. The staff are wonderful -the most helpful I've ever come across with the nicest attitude. The room was great - bed - fabulously comfortable & free breakfast & cheese & wine every day -the icing on the cake.,
18,Awesome!,Stayed with my daughter in April for Spring break.  We felt very well looked after.  The room was beautiful| spacious and clean.  The front desk staff were professional and very helpful.  The breakfast and snacks were fantastic. We will be back!  ,
258,Boutique Luxury with Heart and Soul,Now this was an unexpected surprise.  What a GREAT boutique hotel.  For starters the staff is awesome.  Friendly| accomodating| and always one step ahead of you which is great.  The lobby is small but cozy with a grand piano in the center ot it.  From 4 to 8PM there's a hosted complimentary cheese and wine bar plus yummy snacks throughout the day.  The rooms are stylish| super clean and laid out nicely.  Had a problem with the TV remote but that's not the hotels fault.  There's two elevators| and even when it's busy| they're still pretty speedy.  There's an outdoor patio on the top floor that gets plenty of sunshine and comfortable seating.  The building is only 12 stories tall| so if you're looking for a stunning view| it's not there.  But if you're looking for luxury without…,
1,Lovely boutique hotel,Very comfortable| small hotel with good sized rooms and bathrooms.  All more than adequately furnished. The breakfast which was included in the price was perfect and the cheese and wine offered in the evening was very welcoming after a long day in the city.  The staff were very hospitable and helpful. I would definitely recommend this hotel and would stay there again in future.,
84,Lovely hotel,I would come back here.  The rooftop terrace and complimentary breakfast are great.  Free wifi.  Guys at the desk were wonderful and super friendly.  We checked in at 8pm on a Thursday.  We had a balcony room and really liked that too.,
4,Gorgeous Giraffe!,I truly cannot say enough positive things about the fabulous experience my mother and I had here in late April this year! The attention to detail| cheerful demeanour of all members of staff whenever approached for restaurant advice or any other information or help| the cleanliness of the hotel| and the willingness of all staff to 'pitch' in wherever necessary I have never encountered before anywhere in the world.  Sadly I didn't catch everyone's names so please forgive me for the ones that I've forgotten or didn't take note of but a big thank you to JR| Chris and David on the front desk and Laura on the wine reception! You were truly exceptional!   Next time in I/we are in New York  there is only one place to stay and that is the Giraffe!,
2,Love the Giraffe!,Staff all great from booking questions| to check in and to check out. Helpful restaurant recommendations.  Love the wine and snacks for 3 hours at night and good breakfast. Very nice bathroom and room size very good for Manhattan,
4,great experience,I love the service - the location is OK....the beds are fine...but there is something about the place that make it great.  the wine hour is nice. the fron t desk always goes out of its way to do the right thing.   ask for a room with a little balcony,
92,pricet but lots to recommend,26th and Park Avenue South.  Nice wine/cheese in airy lobby; cold but varied buffet breakfast buffet that can be delivered at no extra charge.  Pricey rooms| but well appointed.  Lighting a bit dim for reading; bed nice and firm.  Friendly staff all around.  Stay on the 26th street side to minimize (not eliminate) traffic noise -- also lovely French doors onto tiny balcony.  2 blocks to #6 subway| 1 block to Murray Hill South Asian neighborhood (Lexington).  Attached bar/restaurant on lower level.  Very enjoyable and great location.  Rooms small for the expense.,
1,a great NYC experience,We loved the room| the great breakfast|happy hour every night| snacks at all times and very friendly and helpful staff. We also loved dining at the restaurant Bread and Tulips. We will return. We loved having diffent newspapers to read daily. The car service to the airport was super..      ,
5,Marvelous Home Away From Home!,My daughter and I just returned from 10 nights at the Hotel Giraffe and we could not be happier with our choice.  Our reservations were handled thru Ashley and she made sure everything was perfect.  The staff at the hotel were pleasant| polite and engaging and always met our needs.  The king balcony suite was awesome.  It was on the 5th floor and faced Park Avenue and yes| the city noise was present but that's part of the experience of visiting New York.  No noise what so ever came from inside the hotel| we slept like babies.  We started every day with the morning offerings and found everything to be fresh and tasty.  The ladies in the morning were wonderful.  And always nice to come back to the wind and cheese hour as a prelude to our evening activities.  The neighborhood is…,
